nn_W;np_W;nominal_W;neoclass_W;poss_pronoun_W;pronoun_all_W;p1_perspron_P;p2_perspron_P;p3_perspron_P;it_P;pospers1_W;pospers2_W;pospers3_W;adj_W;atadj_W;predadj_W;prep_W;past_tense_F;will_F;modal_verb_V;verb_W;infinitive_F;passive_F;coordination_F;subordination_F;interrogative_S;imperative_S;title_W;salutation_S;place_adv_W;time_adv_W;prep_initial_S;adv_initial_S;text_initial_S;wh_initial_S;disc_initial_S;nonfin_initial_S;subord_initial_S;verb_initial_S
20.949.941;1.317.613;5.370.720;1.091.217;1.658.088;18.231.750;42.537.302;30.998.413;23.899.206;23.732.540;7.352.892;5.172.741;5.434.160;7.685.073;4.112.017;3.573.056;7.126.233;3.650.000;13.775.000;7.099.639;28.655.721;14.234.524;4.277.778;;25.686.508;0;3;0.000000;0;4.863.390;1.867.661;2;39.000.000;10;1.000.000;1;0;14;4.000.000
18.619.663;2.039.296;2.664.684;0.631308;1.124.987;15.502.679;18.816.667;40.209.524;24.308.730;19.342.063;3.257.198;7.463.803;3.588.742;5.615.352;1.907.088;3.708.263;8.293.447;4.125.000;4.750.000;6.262.771;28.477.482;;9.610.714;16.485.714;;0;4;0.000000;0;0.715335;1.082.170;7;29.000.000;4;6.000.000;3;3;12;7.000.000
26.800.308;6.334.116;5.542.656;1.671.586;2.397.016;18.482.860;35.652.381;36.383.333;21.420.238;17.783.333;5.568.602;7.314.522;4.883.498;9.415.435;4.734.958;4.680.476;10.897.575;5.100.000;12.566.667;9.709.199;31.893.217;12.109.524;3.150.000;;20.657.937;0;6;0.330240;1;1.135.965;1.374.303;3;32.000.000;4;4.000.000;7;0;6;8.000.000
24.857.683;0.141057;8.843.457;1.753.255;0.721930;11.253.641;10.866.667;37.200.000;27.366.667;23.533.333;1.686.305;5.219.416;3.308.444;6.456.650;3.955.056;2.501.594;9.114.925;1.783.333;17.909.524;8.579.762;26.590.375;;6.833.333;23.307.576;24.262.771;0;6;0.000000;0;1.045.067;4.091.481;1;64.000.000;6;3.000.000;1;0;15;3.000.000
18.771.498;1.326.700;2.990.761;0.167249;0.728228;16.219.616;58.633.333;27.183.333;18.550.000;16.350.000;8.401.804;3.549.474;3.429.062;4.118.338;1.369.143;2.749.195;8.262.073;5.226.190;8.059.524;12.149.190;33.974.406;17.559.957;1.642.857;;22.917.857;1;4;0.000000;0;1.722.673;2.155.730;9;41.000.000;9;7.000.000;0;2;9;4.000.000
20.813.520;0.349524;2.899.536;0.376804;0.969839;16.716.560;36.916.667;36.533.333;27.700.000;20.900.000;6.024.552;5.994.870;3.916.453;6.678.408;4.411.368;2.267.039;7.772.542;9.133.333;14.133.333;5.715.079;29.320.078;;7.900.000;;29.116.667;1;13;0.111429;0;1.867.670;2.645.615;5;23.000.000;19;6.000.000;1;3;16;13.000.000
39.998.588;0.798817;7.810.075;2.512.470;3.639.808;19.410.838;13.416.667;54.050.000;18.883.333;17.266.667;2.097.030;11.441.520;3.639.665;6.661.288;3.823.593;2.837.695;11.014.985;1.500.000;5.166.667;11.085.714;34.628.572;;4.441.667;;;3;6;0.000000;0;2.060.762;1.071.924;2;38.000.000;9;7.000.000;0;0;9;9.000.000
23.905.743;1.166.667;4.761.860;0.063054;2.780.370;28.072.269;32.666.667;63.091.667;17.100.000;10.375.000;7.646.870;14.223.662;3.673.319;12.047.487;3.279.848;8.767.639;9.524.163;15.141.667;2.333.333;12.524.838;49.350.013;;0.375000;;20.701.190;2;20;0.000000;0;1.906.586;2.486.867;2;41.000.000;4;6.000.000;2;14;21;24.000.000
19.158.365;2.444.679;5.222.989;0.724275;1.463.958;7.122.351;19.652.381;1.783.333;27.952.381;;2.975.462;0.549378;3.519.880;2.865.880;2.032.346;0.833534;11.555.716;41.952.381;0.916667;5.682.179;14.936.459;11.326.190;7.876.190;16.752.381;31.352.381;0;1;0.073260;0;0.181753;0.870206;13;16.000.000;4;0.000000;0;0;5;3.000.000
18.306.925;1.156.789;4.643.799;0.160535;3.648.510;7.818.416;13.588.889;0.200000;16.081.746;8.961.111;2.307.032;2.733.513;2.410.190;2.529.882;2.036.031;0.493851;10.589.652;18.886.111;1.226.190;5.019.048;13.207.648;11.348.413;5.483.333;;24.350.794;4;0;0.154317;0;0.176549;0.517372;8;3.000.000;10;1.000.000;0;0;6;1.000.000
15.657.668;1.240.689;3.715.706;0.102325;2.804.332;7.519.697;6.233.333;0.166667;29.950.000;8.466.667;1.215.102;0.711448;5.266.975;1.911.786;1.707.743;0.204043;7.856.167;25.770.513;1.076.923;5.415.675;13.526.069;8.963.034;9.921.368;36.855.983;26.818.803;1;0;0.294896;0;0.475716;0.306528;5;9.000.000;30;2.000.000;0;0;3;2.000.000
20.933.597;0.771105;3.731.649;0.925091;1.305.775;5.020.166;18.011.905;1.333.333;25.952.381;13.083.333;2.203.242;0.644280;2.055.258;4.333.327;4.243.699;0.089629;10.990.955;9.000.000;2.476.190;4.759.704;14.414.745;19.950.000;13.450.000;;27.185.714;2;0;0.206963;0;0.477265;0.250118;9;8.000.000;8;3.000.000;0;0;5;3.000.000
15.916.397;2.299.648;3.396.133;0.257602;2.072.584;6.072.158;13.111.905;1.783.333;13.026.190;8.626.190;2.870.835;0.747399;1.871.481;1.637.777;1.450.240;0.187537;8.395.901;33.209.524;1.366.667;2.134.524;13.789.277;13.650.000;11.816.667;;;0;0;0.705401;0;0.074067;1.447.292;7;16.000.000;2;0.000000;0;2;3;1.000.000
15.826.237;1.694.168;6.074.432;0.236915;2.249.393;7.888.431;9.759.524;2.333.333;29.673.810;7.802.381;1.587.039;1.220.715;4.507.190;2.793.375;1.764.192;1.029.182;9.689.630;33.927.381;0.000000;3.333.045;16.750.196;10.261.905;15.466.667;19.278.571;24.716.667;0;1;0.366990;0;0.105556;0.962783;3;9.000.000;13;0.000000;1;3;6;2.000.000
15.584.536;1.106.216;4.796.411;0.115138;2.262.704;4.089.154;8.133.333;0.333333;8.666.667;5.433.333;2.425.386;0.454339;0.916266;1.806.013;1.352.033;0.453979;10.584.530;16.416.667;1.833.333;5.333.171;10.688.452;;14.805.556;;;2;1;0.000000;0;0.041958;0.605776;7;12.000.000;18;0.000000;0;0;5;1.000.000
13.068.801;0.071045;4.225.969;0.089669;2.864.023;7.457.955;9.660.714;0.333333;25.167.857;10.222.619;2.704.649;0.472847;3.832.268;1.781.242;1.665.927;0.115314;9.091.697;14.133.333;1.700.000;4.470.971;13.726.569;11.658.333;11.175.000;17.966.667;inf;1;1;0.000000;0;0.083882;0.516285;6;9.000.000;10;2.000.000;0;2;8;4.000.000
18.934.856;1.177.300;3.312.539;0.261924;1.518.995;4.123.165;11.033.333;0.950000;18.616.667;;1.274.483;1.268.920;1.401.494;3.290.422;2.490.245;0.800177;8.470.049;20.266.667;3.166.667;4.130.159;12.102.190;;13.866.667;;22.133.333;1;0;0.000000;0;0.135493;0.174591;2;4.000.000;10;1.000.000;0;0;5;1.000.000
18.212.981;1.098.131;4.244.388;0.361887;3.323.194;7.284.790;12.214.286;1.666.667;14.414.286;5.292.857;4.150.068;0.938226;1.884.550;4.770.414;4.062.160;0.708253;9.161.259;17.614.286;3.626.190;2.903.571;12.628.965;8.066.667;9.961.905;34.361.905;19.461.905;1;1;0.234390;0;0.015152;0.871266;9;12.000.000;6;0.000000;1;2;6;3.000.000
27.677.142;7.140.279;9.049.590;0.626619;1.162.153;4.603.689;0.500000;2.000.000;33.216.667;;0.128772;0.200000;3.981.215;7.882.391;7.819.307;0.063084;11.927.635;36.450.000;6.950.000;2.600.000;18.677.595;;14.150.000;;13.016.667;0;0;1.324.565;0;0.236172;0.617802;7;2.000.000;0;0.000000;0;8;11;0.000000
33.374.087;11.549.421;9.059.297;1.302.628;0.760350;3.210.458;0.000000;2.000.000;21.166.667;8.500.000;0.157038;0.222222;2.494.596;7.428.898;6.755.152;0.673746;13.698.274;37.500.000;15.916.667;2.158.333;24.652.831;;17.916.667;37.833.333;15.000.000;0;1;1.650.333;0;0.263889;0.545687;8;3.000.000;6;0.000000;0;4;5;1.000.000
33.716.072;6.642.098;7.460.239;1.303.646;1.176.641;7.205.825;5.100.000;8.471.429;31.000.000;10.833.333;0.642091;1.753.756;3.810.457;9.248.865;8.968.163;0.280701;12.605.072;28.333.333;20.533.333;1.524.242;23.610.458;16.116.667;18.016.667;;11.566.667;3;3;1.239.080;0;0.205944;1.368.187;12;9.000.000;3;3.000.000;0;1;4;6.000.000
25.532.518;7.672.796;9.027.704;1.501.752;1.706.061;4.309.122;2.250.000;1.000.000;25.000.000;8.000.000;0.461905;0.111111;3.573.004;8.434.619;7.766.586;0.668033;11.276.820;28.183.333;4.416.667;4.076.190;18.495.144;;8.950.000;;;2;0;1.092.870;0;0.144488;0.688101;2;2.000.000;5;0.000000;0;2;4;0.000000
10.180.630;1.630.140;2.506.935;0.721702;0.237241;0.807211;0.000000;0.000000;7.166.667;2.666.667;0.000000;0.000000;0.773878;2.515.109;2.375.991;0.139118;2.855.118;9.190.476;1.500.000;0.866667;6.468.627;9.833.333;6.369.048;9.535.714;4.642.857;0;0;0.230120;0;0.027027;0.211494;2;3.000.000;1;0.000000;0;0;1;0.000000
29.240.666;9.016.952;9.317.376;0.952976;1.053.848;3.215.278;1.200.000;1.000.000;19.400.000;;0.224524;0.141667;2.550.252;9.784.761;9.130.493;0.654268;11.977.697;31.300.000;20.083.333;3.034.127;23.936.527;30.916.667;22.250.000;30.700.000;13.166.667;0;1;1.174.385;0;0.292717;0.695394;13;2.000.000;1;0.000000;0;4;6;1.000.000
28.193.649;9.254.965;7.130.187;1.484.772;1.102.031;2.994.106;2.500.000;1.000.000;20.333.333;9.500.000;0.556856;0.111111;2.139.119;10.570.747;10.671.053;-0.100306;12.776.620;24.000.000;9.833.333;3.992.857;20.475.920;;20.666.667;;9.416.667;0;0;0.784894;0;0.094758;0.474715;8;2.000.000;7;0.000000;0;5;5;1.000.000
25.318.488;8.904.158;7.742.017;0.891698;0.567542;3.888.206;2.000.000;1.000.000;37.666.667;10.833.333;0.121940;0.100000;3.236.347;6.934.470;6.738.760;0.195710;11.234.649;31.866.667;9.233.333;3.425.672;18.716.000;;8.833.333;;;0;0;1.816.294;0;0.072482;0.270061;8;2.000.000;3;0.000000;0;2;2;0.000000
25.865.335;10.397.334;6.559.010;1.034.619;1.046.408;2.998.240;1.000.000;2.000.000;19.000.000;6.583.333;0.043478;0.211111;2.472.277;7.462.160;7.583.673;-0.121513;11.390.420;27.500.000;14.750.000;1.284.524;16.855.021;25.583.333;16.250.000;;;1;1;0.560495;0;0.127922;0.597291;9;2.000.000;4;2.000.000;0;1;1;0.000000
25.333.404;7.551.470;8.926.192;0.871636;0.833727;2.445.678;0.500000;1.000.000;19.000.000;5.500.000;0.058824;0.100000;2.249.818;8.823.430;8.473.494;0.349936;11.089.261;27.428.571;7.392.857;2.001.190;19.306.729;;15.511.905;;14.559.524;0;1;1.119.665;0;0.029412;0.591969;8;4.000.000;4;0.000000;0;4;4;1.000.000
25.295.898;8.296.307;8.183.667;1.173.008;1.004.200;3.586.027;0.333333;1.000.000;20.800.000;7.900.000;0.108974;0.076923;3.070.115;8.430.994;8.899.127;-0.468133;11.508.913;27.866.667;5.916.667;3.126.190;18.434.720;14.566.667;20.616.667;;;0;0;1.080.534;0;0.256951;0.338896;7;1.000.000;3;0.000000;0;0;0;0.000000
29.815.857;10.186.482;7.529.731;1.046.878;0.951172;4.105.336;3.333.333;2.916.667;17.883.333;7.416.667;0.385377;0.452504;2.802.192;8.612.456;7.620.028;0.992428;15.109.101;40.219.048;5.476.190;3.826.190;21.626.063;;13.333.333;;;0;0;1.007.202;0;0.058824;1.151.675;16;4.000.000;12;1.000.000;0;5;8;0.000000
28.298.834;12.195.679;7.576.609;1.048.605;1.421.289;3.755.217;0.666667;1.000.000;23.166.667;7.166.667;0.095238;0.147619;3.417.601;9.754.788;8.788.719;0.966070;12.626.499;33.383.333;8.250.000;2.342.857;18.215.020;;13.500.000;;13.733.333;1;0;1.804.397;0;0.047619;0.490639;9;4.000.000;3;0.000000;0;1;1;0.000000
28.482.794;3.679.011;5.773.633;0.880482;0.684421;2.691.859;5.500.000;3.500.000;18.916.667;13.916.667;0.556539;0.373348;1.697.389;6.705.120;6.136.320;0.568800;11.919.307;16.116.667;19.416.667;4.199.603;19.204.849;23.650.000;20.500.000;;;0;1;0.466804;0;0.000000;0.421645;10;7.000.000;10;0.000000;0;6;10;1.000.000
29.495.027;3.811.205;8.611.072;1.312.289;1.554.071;6.659.588;4.900.000;4.611.111;33.594.444;12.927.778;0.866644;0.438462;4.533.545;8.889.659;8.105.095;0.784564;12.947.342;13.666.667;24.116.667;2.344.444;21.162.847;;14.583.333;;8.416.667;3;0;0.289078;0;0.588476;0.669675;7;11.000.000;10;2.000.000;0;4;6;1.000.000
30.958.029;3.077.840;9.143.672;0.807447;1.216.338;3.478.077;4.166.667;0.000000;22.050.000;;0.615239;0.000000;2.614.777;8.156.177;7.629.523;0.526654;13.435.196;14.283.333;28.116.667;4.251.190;17.858.786;;13.400.000;;10.633.333;0;1;0.515740;0;0.232142;0.524385;16;6.000.000;8;0.000000;0;4;4;1.000.000
20.971.369;3.845.191;6.232.528;0.419092;0.489503;2.554.355;4.666.667;0.333333;19.000.000;10.166.667;0.655597;0.125000;1.457.617;7.789.225;6.827.089;0.962137;10.943.061;8.783.333;15.333.333;4.438.889;15.415.071;;12.300.000;;11.566.667;0;0;0.853509;0;0.042399;0.950162;12;6.000.000;4;0.000000;2;4;6;0.000000
34.351.066;7.929.434;9.770.825;1.010.260;0.984799;2.818.366;0.000000;0.000000;21.500.000;;0.000000;0.000000;2.586.234;10.591.073;9.673.365;0.917708;14.203.001;31.416.667;18.500.000;2.452.381;18.684.316;;10.250.000;;9.166.667;0;1;0.797843;0;0.389318;0.637923;10;2.000.000;5;0.000000;0;4;4;1.000.000
32.427.429;11.718.206;8.289.126;1.041.602;0.833615;3.338.314;3.533.333;0.500000;21.033.333;9.500.000;0.623444;0.108974;2.302.099;10.315.681;9.308.601;1.007.080;15.139.957;32.083.333;13.333.333;1.833.333;19.836.718;;13.666.667;;13.916.667;0;1;1.397.749;0;0.081940;1.159.340;14;5.000.000;23;0.000000;0;8;9;1.000.000
28.788.861;11.707.185;7.074.035;2.189.380;0.708003;3.192.247;0.000000;2.000.000;30.333.333;6.500.000;0.000000;0.211111;2.914.469;8.355.539;7.559.147;0.796392;13.225.468;42.700.000;3.833.333;6.767.460;21.328.224;;16.583.333;;10.083.333;0;0;1.855.560;0;0.214120;0.455205;9;1.000.000;7;0.000000;0;3;3;1.000.000
28.828.962;4.874.496;7.129.571;0.986404;1.326.217;7.023.413;3.000.000;6.766.667;35.133.333;18.400.000;0.258242;0.827387;4.719.845;12.023.290;8.502.882;3.520.408;13.721.561;22.916.667;2.000.000;6.441.667;24.318.025;;7.366.667;;25.616.667;1;1;0.000000;0;0.296970;1.555.967;17;18.000.000;20;4.000.000;0;3;10;1.000.000
37.188.423;12.438.667;8.626.293;2.111.346;3.830.174;13.151.919;35.166.667;0.250000;32.416.667;7.916.667;5.265.092;0.208333;7.242.926;12.157.833;9.310.404;2.847.429;16.387.674;89.750.000;5.166.667;4.148.485;31.996.896;31.500.000;10.333.333;;18.833.333;2;2;0.333578;0;0.575000;0.822092;16;12.000.000;8;4.000.000;0;2;4;2.000.000
29.551.155;5.077.506;6.724.715;1.004.839;1.580.493;4.386.555;2.000.000;0.000000;20.833.333;;0.167832;0.000000;3.680.528;8.305.433;7.134.059;1.171.375;14.845.892;8.000.000;18.000.000;3.628.968;21.571.539;29.833.333;;41.750.000;;1;1;0.297324;0;0.304408;0.580632;22;12.000.000;8;1.000.000;0;4;7;2.000.000
30.365.084;2.000.724;4.550.300;1.146.022;1.837.968;8.310.136;3.833.333;1.250.000;45.483.333;;0.289105;0.196429;6.685.291;7.507.565;5.698.191;1.809.375;12.889.090;12.833.333;5.083.333;5.550.000;25.131.768;;5.750.000;;23.766.667;4;0;0.000000;0;0.388528;1.236.919;12;17.000.000;30;0.000000;1;7;12;0.000000
29.566.697;5.460.227;5.755.384;0.720989;1.205.501;8.499.110;5.000.000;0.250000;44.250.000;21.083.333;0.918290;0.038462;5.655.923;9.580.218;6.649.734;2.930.484;14.767.509;18.500.000;3.833.333;5.128.571;28.649.196;;19.500.000;;;0;0;0.129555;0;1.274.247;1.675.265;12;5.000.000;29;2.000.000;0;9;14;0.000000
30.379.728;4.456.363;5.648.965;1.225.129;1.753.313;8.181.515;11.166.667;6.100.000;38.066.667;26.733.333;1.470.265;0.846845;5.018.202;9.033.715;6.688.314;2.345.401;11.792.696;15.416.667;4.583.333;4.569.048;27.938.913;;9.083.333;;23.083.333;4;1;0.142857;0;0.806880;0.852093;15;15.000.000;29;2.000.000;0;10;15;1.000.000
22.417.410;5.105.674;2.798.653;0.101559;1.885.124;10.040.022;26.016.667;1.000.000;32.050.000;14.116.667;4.063.993;0.083333;4.350.311;7.317.725;4.940.775;2.376.949;13.741.147;70.116.667;0.500000;5.183.045;22.221.978;;14.376.190;;22.297.619;3;1;1.123.143;0;0.853897;1.165.842;15;13.000.000;3;3.000.000;1;3;11;1.000.000
24.837.719;1.952.095;4.887.250;0.436817;2.641.117;9.558.198;14.533.333;4.583.333;18.450.000;5.700.000;2.344.902;1.502.757;3.930.303;7.458.802;5.740.041;1.718.761;11.381.391;10.916.667;6.616.667;10.494.048;24.175.385;22.333.333;3.819.048;;25.095.238;3;3;0.629974;0;0.167157;0.637751;12;8.000.000;8;5.000.000;0;3;16;2.000.000
32.987.411;4.581.715;8.003.864;1.216.021;2.824.464;13.995.044;25.983.333;8.083.333;35.050.000;19.666.667;4.436.917;1.020.081;7.321.647;11.341.610;9.317.727;2.023.882;12.663.793;40.850.000;2.000.000;5.442.857;27.541.997;;10.533.333;;24.316.667;12;3;1.154.014;0;1.422.450;1.286.330;9;26.000.000;13;9.000.000;1;4;14;4.000.000
27.809.758;5.177.698;5.644.484;0.415006;0.748469;4.378.799;9.833.333;4.666.667;20.833.333;11.666.667;1.121.095;0.534427;2.217.499;12.610.505;10.105.316;2.505.188;12.448.327;17.416.667;2.666.667;3.959.524;16.747.647;13.166.667;9.416.667;;18.416.667;0;3;0.162037;0;0.557053;0.678711;13;13.000.000;8;0.000000;2;6;10;4.000.000
23.584.661;6.403.997;6.362.868;0.896049;1.096.406;3.902.962;0.333333;5.833.333;20.333.333;;0.047619;0.436197;2.538.747;10.066.163;7.752.384;2.313.780;12.047.314;20.083.333;5.166.667;4.784.524;16.893.500;;9.500.000;;14.916.667;1;1;0.066667;0;1.004.464;0.806629;16;7.000.000;15;2.000.000;0;5;10;1.000.000
25.137.859;6.569.736;4.356.215;0.350287;1.223.697;3.701.773;0.000000;0.500000;18.666.667;6.166.667;0.000000;0.111111;2.979.060;10.155.287;8.038.172;2.117.115;13.532.476;32.083.333;9.000.000;2.450.000;19.038.503;20.033.333;16.833.333;;;0;1;0.000000;0;0.905772;1.276.415;19;9.000.000;16;0.000000;0;5;7;2.000.000
29.311.105;2.961.210;8.014.994;0.929703;2.776.280;6.987.306;10.933.333;1.000.000;29.033.333;9.166.667;2.329.446;0.062500;3.986.678;7.642.215;6.153.537;1.488.678;10.099.680;18.200.000;10.916.667;5.759.524;22.762.033;28.916.667;12.250.000;;24.650.000;0;1;0.000000;0;0.047619;0.680478;14;12.000.000;8;1.000.000;0;3;15;1.000.000
26.914.538;1.991.293;5.498.170;0.307046;2.224.451;8.506.378;30.500.000;0.500000;23.083.333;9.333.333;4.828.295;0.034483;3.044.705;11.488.983;9.888.443;1.600.541;10.744.423;12.700.000;14.659.524;5.955.159;19.593.344;;5.833.333;63.395.238;16.245.238;0;0;0.040000;0;0.157749;0.764186;6;5.000.000;6;0.000000;0;2;4;0.000000
29.291.099;5.838.004;4.800.559;1.110.220;2.009.763;17.711.631;37.200.000;22.200.000;25.700.000;10.616.667;5.619.439;4.422.774;4.869.612;12.319.903;7.503.096;4.816.807;9.955.233;29.450.000;1.083.333;5.090.873;31.994.143;;4.033.333;;;3;10;0.216154;5;1.743.304;1.739.435;8;16.000.000;7;4.000.000;8;8;19;9.000.000
28.292.735;6.496.248;5.368.787;0.609397;1.543.727;4.782.685;10.900.000;4.833.333;12.600.000;6.000.000;1.322.170;0.452786;2.590.488;8.847.852;7.237.053;1.610.799;13.142.198;41.583.333;1.533.333;3.033.333;19.976.016;27.583.333;13.066.667;;;2;3;0.307658;0;0.532310;0.966800;9;17.000.000;19;1.000.000;2;5;14;3.000.000
27.402.007;3.443.503;5.290.811;1.170.544;1.076.822;7.201.411;10.416.667;4.416.667;35.583.333;16.916.667;1.039.590;0.532756;4.635.628;8.391.517;6.789.393;1.602.124;11.488.823;27.233.333;5.066.667;3.740.873;22.552.453;24.983.333;12.000.000;;22.950.000;1;1;0.348581;0;0.559829;0.448326;15;10.000.000;25;2.000.000;0;3;9;1.000.000
30.423.845;2.545.891;5.158.312;0.915087;2.228.425;6.747.129;0.000000;0.000000;35.266.667;6.450.000;0.000000;0.000000;5.919.185;8.002.526;5.616.819;2.385.707;12.745.231;16.116.667;7.750.000;2.501.190;22.458.251;;17.416.667;;;0;1;0.000000;0;0.434347;1.147.556;28;10.000.000;20;0.000000;0;1;7;1.000.000
28.094.187;3.479.993;4.746.633;0.719769;1.954.162;8.784.042;24.483.333;10.183.333;29.750.000;20.833.333;3.119.286;1.139.352;4.239.323;11.733.010;9.028.920;2.704.090;14.434.627;24.485.714;4.833.333;8.981.818;28.418.635;;12.309.524;;19.309.524;1;5;0.540085;0;0.709960;1.148.563;11;33.000.000;6;5.000.000;2;3;11;8.000.000
34.211.012;4.322.469;5.898.809;1.600.447;1.692.482;7.197.170;2.583.333;2.400.000;42.450.000;;0.436478;0.227717;5.513.838;12.448.043;9.987.478;2.460.566;14.050.939;8.866.667;5.500.000;3.745.238;23.768.864;;12.333.333;;;0;3;0.148352;0;0.355357;0.751173;17;11.000.000;11;1.000.000;0;10;12;3.000.000
18.812.058;3.587.972;4.126.815;0.820776;0.760436;7.997.873;31.350.000;8.333.333;21.333.333;11.650.000;3.424.948;1.389.570;2.797.684;4.189.584;3.816.171;0.373413;10.633.867;4.916.667;15.566.667;3.954.762;19.642.768;;6.916.667;;21.950.000;1;3;0.213609;0;0.401662;1.362.862;5;25.000.000;10;3.000.000;1;1;4;2.000.000
27.429.424;2.108.908;6.616.625;0.578681;0.733674;5.423.168;17.150.000;1.000.000;21.066.667;10.283.333;2.500.225;0.112536;2.137.023;9.739.246;6.734.767;3.004.479;10.271.565;13.816.667;7.142.857;4.976.190;18.864.559;18.616.667;8.600.000;;20.926.190;0;1;0.054233;0;0.323852;1.735.733;7;23.000.000;1;1.000.000;0;1;6;3.000.000
22.946.694;2.157.212;6.282.122;0.345051;1.745.681;16.571.293;30.361.111;19.702.778;36.230.556;14.052.778;5.568.295;3.366.295;6.088.632;6.583.429;5.130.300;1.453.130;11.810.793;20.845.238;4.750.000;8.898.016;28.488.580;11.916.667;7.483.333;;;6;4;0.083333;1;1.032.798;0.443215;6;28.000.000;19;7.000.000;0;1;11;6.000.000
30.562.144;2.430.142;8.870.469;0.683062;3.505.184;13.677.717;17.283.333;28.533.333;15.266.667;7.700.000;3.531.199;5.684.187;2.588.540;12.167.593;7.658.564;4.509.029;14.411.396;15.533.333;9.166.667;6.960.714;25.867.872;;11.666.667;;;3;6;0.586508;2;0.499163;1.258.774;9;17.000.000;16;6.000.000;1;5;14;9.000.000
17.201.818;2.034.076;4.634.893;0.623056;1.314.352;8.689.590;37.014.286;7.059.524;14.250.000;12.250.000;4.644.773;1.274.011;1.967.013;6.132.396;4.771.699;1.360.697;10.580.344;7.916.667;2.178.571;12.777.625;19.892.326;;7.666.667;;;4;4;0.032258;1;0.173900;1.065.712;4;17.000.000;26;11.000.000;1;2;4;5.000.000
16.560.878;2.140.393;4.640.892;1.513.499;0.935466;3.055.445;11.916.667;0.000000;12.166.667;5.000.000;1.184.120;0.000000;1.494.253;7.659.484;6.662.947;0.996538;11.853.748;3.666.667;4.616.667;7.270.635;12.127.617;14.116.667;8.666.667;;24.500.000;2;0;0.032258;0;0.178571;0.369204;12;10.000.000;11;2.000.000;0;2;7;0.000000
23.924.132;4.012.031;5.466.013;0.436753;1.794.221;14.291.164;22.830.303;10.115.152;43.465.152;10.790.909;3.064.315;2.000.527;8.061.105;5.923.770;4.935.473;0.988297;8.482.035;30.366.667;5.883.333;8.204.834;27.774.974;20.816.667;4.466.667;27.866.667;25.966.667;6;4;1.206.822;0;0.255104;1.815.913;3;8.000.000;9;5.000.000;2;2;11;5.000.000
25.389.753;2.569.348;7.155.980;0.691767;1.726.877;9.222.704;32.916.667;4.250.000;22.250.000;11.500.000;4.895.029;0.476488;3.353.436;9.415.794;7.420.137;1.995.657;11.847.200;19.416.667;26.866.667;6.980.159;26.982.613;42.966.667;10.000.000;;20.600.000;1;1;0.234343;1;0.105263;0.997703;13;10.000.000;7;0.000000;1;3;3;2.000.000
26.500.673;0.429915;7.650.104;1.599.398;1.894.821;4.328.250;3.166.667;7.083.333;11.678.571;7.142.857;1.002.370;1.034.969;1.839.764;9.682.942;8.067.227;1.615.714;12.432.555;2.500.000;21.333.333;2.566.667;18.739.890;;18.000.000;;20.083.333;0;2;0.055556;0;0.025000;0.329657;14;5.000.000;7;0.000000;0;6;10;1.000.000
28.196.960;3.340.100;7.198.981;1.088.628;2.809.015;13.313.839;10.816.667;29.733.333;26.783.333;21.783.333;2.254.594;5.588.677;4.080.463;9.690.095;7.360.100;2.329.995;14.293.916;19.833.333;15.866.667;6.127.381;27.220.878;;11.533.333;;;4;3;0.166667;1;0.373001;1.598.643;9;13.000.000;10;5.000.000;0;4;14;3.000.000
18.924.461;5.698.829;6.687.999;0.466099;2.692.962;11.554.791;16.599.784;1.290.909;34.619.553;8.246.465;2.778.792;0.217628;7.495.429;5.398.643;3.536.992;1.861.652;12.870.939;17.878.788;1.000.000;4.616.606;20.788.208;13.819.913;13.925.108;30.229.437;;3;1;0.000000;0;0.289951;0.700359;25;23.000.000;13;0.000000;0;0;7;2.000.000
26.663.990;4.151.730;8.903.538;0.794007;1.264.839;5.124.794;1.833.333;0.333333;35.833.333;9.666.667;0.138537;0.030303;4.060.706;9.444.774;7.093.141;2.351.633;13.658.285;85.583.333;0.500000;3.742.857;21.029.455;19.733.333;20.050.000;inf;;2;1;0.000000;0;0.277379;0.407848;14;16.000.000;0;3.000.000;0;1;8;1.000.000
35.811.198;3.775.147;11.390.923;0.427916;0.432843;2.825.161;10.000.000;0.500000;20.850.000;14.950.000;0.690824;0.090909;1.673.195;13.077.530;9.761.355;3.316.175;21.833.865;75.866.667;4.033.333;5.831.746;22.894.477;21.783.333;19.950.000;;;2;0;0.000000;0;0.404788;0.942098;29;21.000.000;0;0.000000;0;2;13;0.000000
18.714.760;3.828.463;5.870.213;2.854.065;1.630.212;3.250.377;6.000.000;0.000000;12.333.333;5.500.000;0.641703;0.000000;2.243.990;9.418.858;8.188.398;1.230.460;10.548.574;6.033.333;1.250.000;3.030.556;13.563.591;27.250.000;14.250.000;51.150.000;24.150.000;3;1;0.027027;0;0.129742;0.466902;10;14.000.000;5;2.000.000;0;1;6;1.000.000
31.704.737;1.357.728;10.979.899;0.073241;1.968.418;3.521.395;10.958.333;0.000000;9.500.000;5.083.333;1.469.540;0.000000;1.963.675;5.945.303;5.064.790;0.880513;12.856.546;43.890.476;0.000000;2.427.778;11.532.177;12.966.667;16.509.524;;17.021.429;5;1;0.000000;0;0.000000;0.228035;7;18.000.000;0;3.000.000;0;2;5;1.000.000
